date,username,to,replies,retweets,favorites,Sentiment,text,geo,mentions,hashtags,id,permalink
2020-03-11 02:46,BristolSuper,,1,12,24,Neutral,"- @BVPSDistrict will close schools for students on 3-18-20, to train/refresh teachers on remote delivery of instruction should the need arise to close school for an extended period of time due to COVID-19. We have no reason to believe that this will be necessary.",,#NAME?,,1.24E+18,https://twitter.com/BristolSuper/status/1237545497859985408
2020-03-11 12:42,EthanVin84,,0,0,0,Neutral,"Muskingum University : Get Muskingum University to refund all students for parking, meal plans and housing. - Sign the Petition! http://chng.it/5qQ9j4qH via @Change #COVID19",,#NAME?,#COVID19,1.24E+18,https://twitter.com/EthanVin84/status/1237570639214477312
2020-03-11 12:52,halinka_remi,NBCNewYork,1,0,6,Negative,"I don’t get paid enough to suspend my conscience and overlook my complicity in exposing my students to COVID-19 by holding class. I also don’t have the job security to cancel class without fear of punishment. I wouldn’t usually be so blunt on here, but PEOPLE ARE GOING TO DIE. https://twitter.com/NBCNewYork/status/1237706115036692482 …",,,,1.24E+18,https://twitter.com/halinka_remi/status/1237720452799385603
2020-03-11 13:14,MsGay6thgrade,,0,1,6,Neutral,Pro tip: @brainpop has a new Coronavirus video for any students who are curious or anxious about COVID-19 pic.twitter.com/oTxk5psJt2 – at Hilburn Academy,,#NAME?,,1.24E+18,https://twitter.com/MsGay6thgrade/status/1237723144988831745
2020-03-11 13:37,GabesBarbershop,,0,1,0,Negative,We will be staying open and not closing due to @MercerCollege not letting the student athletes travel #letthemplay #COVID19 pic.twitter.com/oCM0jNvedT,,#NAME?,#letthemplay #COVID19,1.24E+18,https://twitter.com/GabesBarbershop/status/1237728672204849152
2020-03-11 13:47,TrilliumHibbeln,,0,5,20,Positive,"LISTEN to your students, understand how they are experiencing these school closures and put students on working groups. Don’t just talk about student leadership and voice - live it! #coronavirus #schoolclosures #COVID19",,,#coronavirus #schoolclosures #COVID19,1.24E+18,https://twitter.com/TrilliumHibbeln/status/1237734437883981824
2020-03-11 13:53,Larry_Miller_,kaylathemusical,0,0,0,Negative,Seriously Have you heard of any black people catching COVID19? If you don’t GTFOHWBS. $100 the student in question is not black.,,,,1.24E+18,https://twitter.com/Larry_Miller_/status/1237736952000057344
2020-03-11 13:59,jtknoxroxs,,1,2,7,Neutral,This is a solidarity post for my fellow educators! #COVID19 will continue to impact our students w/disabilities & learning differences! Read more at Mapping Access. Thanx to CriticalDesignLab for posting & for @allkindsaccess for sharing with me! https://lnkd.in/eEiX5kS pic.twitter.com/hACy0BPuND,,#NAME?,#COVID19,1.24E+18,https://twitter.com/jtknoxroxs/status/1237738377690177545
2020-03-11 15:13,mwallace63,KaraEClayton,0,1,5,Neutral,These are the times that try our nation’s #DigitalEquity! So many students are still #UnderConnected during #COVID19 What does going “fully online” look like for THOSE kids? @PADeptofEd @PAECT @istehttps://twitter.com/KaraEClayton/status/1237534588999577600 …,,#NAME?,#DigitalEquity #UnderConnected #COVID19,1.24E+18,https://twitter.com/mwallace63/status/1237739890487504900
2020-03-11 15:31,whoisjustinj,,0,0,0,Positive,"As a professor at, @NotreDameofMD, I am proud of how this institution has stayed on top of the COVID-19 epidemic by canceling face to face classes until at least April 6th. Our students wellbeing should be the only concern as faculty and staff. Let’s contain this the best we can.",,#NAME?,,1.24E+18,https://twitter.com/whoisjustinj/status/1237758619141263360
2020-03-11 15:33,stefpix,,0,0,0,Neutral,NYC resident art student from China wearing face masks during the COVID-19 outbreak. Manhattan March 10 2020 #mask #covid #covid_19 #contagion #virus #coronavirus #health #nyc2020 #2020 #outbreak… https://www.instagram.com/p/B9mTYdIlOr_/?igshid=1oh2h6ezicnv6 …,,,#mask #covid #covid_19 #contagion #virus #coronavirus #health #nyc22 #22 #outbreak,1.24E+18,https://twitter.com/stefpix/status/1237763173878505472
2020-03-11 15:40,stefpix,,0,0,0,Neutral,NYC resident art students from China wearing face masks during the COVID-19 outbreak. Manhattan March 10 2020 #mask #covid #covid_19 #contagion #virus #coronavirus #health #nyc2020 #2020 #outbreak… https://www.instagram.com/p/B9mTmH7FOGh/?igshid=1x491v2foios7 …,,,#mask #covid #covid_19 #contagion #virus #coronavirus #health #nyc22 #22 #outbreak,1.24E+18,https://twitter.com/stefpix/status/1237763641719558147
2020-03-11 15:50,StroudCourier,,1,1,1,Neutral,"Although there are no cases of COVID-19 on campus, the delayed return from spring break is due to safety concerns. However, online classes for students already enrolled will continue on March 16.",,,,1.24E+18,https://twitter.com/StroudCourier/status/1237765337166286849
2020-03-11 15:40,StroudCourier,,1,3,4,Neutral,"A few minutes ago, another campus wide email from President Welsh went out updating us on what ESU is doing about COVID-19. In this new email Pres. Welsh states that students return to campus from spring break will be delayed until March 22.",,,,1.24E+18,https://twitter.com/StroudCourier/status/1237765335094345729
2020-03-11 16:57,cjo_11,,0,0,10,Negative,"oh to be a public health student/professional during COVID-19 A lot of unknowns, but I do blame the media for making everyone freak out about it. Wash ya hands peeps",,,,1.24E+18,https://twitter.com/cjo_11/status/1237767783666069504
2020-03-11 16:59,monkeymarv,,0,0,0,Negative,"A student said re Covid19 that China needs to be held accountable for multiple viruses over time & their meat market practices & population size. The student was Filipino-America. This is not racism, this is holding a destructive country responsible.",,,,1.24E+18,https://twitter.com/monkeymarv/status/1237784799340892160
2020-03-11 17:21,IsaacMeisner,IsaacMeisner,1,1,2,Negative,"Regarding the fact that riot police were called in after the @univofdayton released their response to the COVID-19 outbreak, it was somewhat unnecessary. You can not coerce students into submission via intimidation/violence. That is immoral.",,#NAME?,,1.24E+18,https://twitter.com/IsaacMeisner/status/1237785266586148867
2020-03-11 17:24,quillmonger_,,1,0,7,Negative,"likely without even knowing it. COVID19 related changes are wreaking havoc on my anxiety as a first year grad student, both in fear for those more susceptible to the virus & in similarities to other instances of inter/national trauma that this pandemic is bringing forth",,,,1.24E+18,https://twitter.com/quillmonger_/status/1237790693084606464
2020-03-11 18:03,haleywuIff,,0,0,10,Neutral,heidelberg students who eat in hmann are immune to covid-19,,,,1.24E+18,https://twitter.com/haleywuIff/status/1237791547841798144
2020-03-11 18:17,hailey_maeeee,,12,656,3097,Neutral,"Kent State, Mike DeWine, HigherEd Institutions across the state: “COVID-19 is very serious, we are taking precautionary steps to prevent it from spreading. Please evacuate campus if possible.” Kent State students: pic.twitter.com/GtYRfFkit1",,,,1.24E+18,https://twitter.com/hailey_maeeee/status/1237801459196014597
2020-03-11 18:20,PaganChild,,2,0,12,Negative,Colleges evicting students from dorms. Let me think... Which thing is more dangerous? #COVID19 or getting robbed or raped bc you have to sleep in your car?,,,#COVID19,1.24E+18,https://twitter.com/PaganChild/status/1237804905060085761
2020-03-11 18:26,cherrigregg,,2,8,42,Negative,"As I hear about colleges asking students to stay home for weeks and do online classes bc of #COVID19 - the question I’d ask is- will I get a refund? Student loans are real- so if I’m not using that meal plan and can’t get in my dorm, I want that cash back. #JustSaying",,,#COVID19 #JustSaying,1.24E+18,https://twitter.com/cherrigregg/status/1237805729672822785
2020-03-11 18:30,ronijaffe,,0,0,0,Neutral,@CollegeBoard has found makeup options for all closed test centers except for those scheduled to take at GA. They are only giving refunds to those students. #COVID19 #unfair These students have prepped for months. Help them find a new location.,,#NAME?,#COVID19 #unfair,1.24E+18,https://twitter.com/ronijaffe/status/1237807243699027970
2020-03-11 18:36,PeteHarrisonNYC,nytimes,1,2,14,Negative,Waiting to act until a student has confirmed #COVID19 was an unnecessary risk. And it certainly seems like waiting 8 additional days doubles down on that. #CloseCunyhttps://twitter.com/nytimes/status/1237803006843895810 …,,,#COVID19 #CloseCunyhttps,1.24E+18,https://twitter.com/PeteHarrisonNYC/status/1237808151463899137
2020-03-11 18:47,itstorneff,,1,1,21,Negative,"the university of maryland making us attend classes when there are confirmed cases of covid19 on this campus is so fucking on brand, yes girl give us nothing, treat your students like a commodity!!",,,,1.24E+18,https://twitter.com/itstorneff/status/1237809556375449600
2020-03-11 19:00,dr_nickiw,KhaliaBraswell,1,4,13,Negative,Thank youuu! It's true! Perfect example: The issues with #colleges closing due to #COVID19 & student issues of where to stay/eat? #RESPECT2020 #RESPECTConf2020 #computing #tech #CulturalCompetence #AcademicTwitter #edutwitter #college #HigherEducationhttps://twitter.com/KhaliaBraswell/status/1237803396826042374 …,,,#colleges #COVID19 #RESPECT22 #RESPECTConf22 #computing #tech #CulturalCompetence #AcademicTwitter #edutwitter #college #HigherEducationhttps,1.24E+18,https://twitter.com/dr_nickiw/status/1237812329523396610
2020-03-11 19:36,Proofyy_,,1,1,2,Neutral,My school (@/MICA) is encouraging the following today about Covid-19 - One week break extension - No more large gatherings - Moving to online classes - If students leave state/worse outbreak locations for the break students must be in a 2-week self-quarantine.,,@,,1.24E+18,https://twitter.com/Proofyy_/status/1237815575142969344
2020-03-11 19:55,PeteHarrisonNYC,CUNY,0,0,2,Negative,"UPDATE: #CUNY is now closing system-wide as of tomorrow and all classes will start online on the 19th. I’m sympathetic to how complicated and fast moving #COVID19 is, but this rollout has created a lot of confusion for students + staff. https://twitter.com/cuny/status/1237816651879460864?s=21 …https://twitter.com/CUNY/status/1237816651879460864 …",,,#CUNY #COVID19,1.24E+18,https://twitter.com/PeteHarrisonNYC/status/1237824728720523265
2020-03-11 20:10,craiglakins,,0,0,1,Negative,"On the one hand you’ve got people comparing COVID-19 to other common illnesses to downplay its severity. On the other hand, everything you were planning to attend in the next 3 months has been cancelled, a suburb of NYC is locked down, and colleges are sending students home.",,,,1.24E+18,https://twitter.com/craiglakins/status/1237829420062212098
2020-03-11 20:11,SabirS,,1,2,3,Negative,"Dear Gov Cuomo @NYGovCuomo: There are 1,126,501 students in the NYC school system, the largest school district in the United States. Please close public schools. #COVID19 #CoronavirusOutbreak @nycgov @NYCMayorsOffice",,#NAME?,#COVID19 #CoronavirusOutbreak,1.24E+18,https://twitter.com/SabirS/status/1237833242688045057
2020-03-11 20:11,jonbasla,,0,1,3,Negative,"Hey @CUNY, how about you email your students with updates rather than just tweeting? Do we not deserve first-hand information in a professional way? #COVID19 #CUNY #Hunter",,#NAME?,#COVID19 #CUNY #Hunter,1.24E+18,https://twitter.com/jonbasla/status/1237833552131231744
2020-03-11 20:17,ChrisMPost,,0,0,0,Neutral,Easton Arts Charter School will be closed for a few days for cleaning according to a board member. A student at the school is being tested for the #coronavirus after they visited an area of NYC where the virus had already been detected. The student is being quarantined. #COVID19 pic.twitter.com/Zlv5jqFhNq,,,#coronavirus #COVID19,1.24E+18,https://twitter.com/ChrisMPost/status/1237833668158271489
2020-03-11 20:22,TMAtalksCollege,Georgetown,0,1,2,Neutral,Many colleges and universities are moving to this model in response to Novel COVID-19. Please check with your students and be safe! https://twitter.com/Georgetown/status/1237744038733688838 …,,,,1.24E+18,https://twitter.com/TMAtalksCollege/status/1237835050139467776
2020-03-11 20:59,iAmthe_LadyB,,0,0,0,Positive,"S.o. to @UofSC for actually caring for their students during this #COVID19 #Coronavirus epidemic. Not only are they doing the lectures online, but also allowing students to stay in the dorms and keeping the cafe open. A university that cares!!! #universityofsouthcarolina #UofSc",,#NAME?,#COVID19 #Coronavirus #universityofsouthcarolina #UofSc,1.24E+18,https://twitter.com/iAmthe_LadyB/status/1237836323320410116
2020-03-11 21:53,eugen_dimant,,2,2,14,Neutral,Following up on this #COVID19 thread: how do my colleagues deal with the fact that some students will have to travel across the globe with the time difference preventing them from attending the class... how to engage those students & not let them down? @katy_milkman @alexoimas https://twitter.com/eugen_dimant/status/1237180128997900288 …pic.twitter.com/WlZL5l3laT,,#NAME?,#COVID19,1.24E+18,https://twitter.com/eugen_dimant/status/1237845640488423426
2020-03-11 21:53,MAStudentLife,,0,4,8,Neutral,"All Student Life events and activities are cancelled through April 4th, including student organization events and activities. Follow @NOVAcommcollege for the most recent updates on college policies and procedures. #COVID19 #stayinformed",,#NAME?,#COVID19 #stayinformed,1.24E+18,https://twitter.com/MAStudentLife/status/1237859117999349760
2020-03-11 22:37,mattwallin,,0,0,1,Neutral,"@VCU Spring Break has just been extended another week due to #COVID19. When we go back to work all classes will be taught online (details to come). Any of my @vcuarts students who need help with their 3D work, send me an email and we’ll get crackin’. Stay safe.",,#NAME?,#COVID19,1.24E+18,https://twitter.com/mattwallin/status/1237859186005794816
2020-03-11 22:38,intowalls,,0,0,0,Neutral,All the graduate students /post docs are trying to determine how to open covid-19 testing companies and this is what happens when testing isn’t regulated. PS. My company name is better than lawrence’s.,,,,1.24E+18,https://twitter.com/intowalls/status/1237870243109715968
